# TEST CONFIGURATION BEGIN
# FileStream(filename='df_train.csv', target_idx=-1, n_targets=1, cat_features=None)
# [arf_PageHinkley] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=PageHinkley(alpha=0.9999, delta=0.005, min_instances=30, threshold=50), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=PageHinkley(alpha=0.9999, delta=0.005, min_instances=30, threshold=50))
# [arf_ADWIN] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.002), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.002))
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=359935, max_time=inf, metrics=['accuracy', 'f1'], n_wait=200, output_file='results_train.csv', pretrain_size=1000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[arf_PageHinkley],current_acc_[arf_PageHinkley],mean_acc_[arf_ADWIN],current_acc_[arf_ADWIN],mean_f1_[arf_PageHinkley],current_f1_[arf_PageHinkley],mean_f1_[arf_ADWIN],current_f1_[arf_ADWIN]
43999,0.998279,1.000000,0.998209,1.000000,0.999040,1.000000,0.999001,1.000000
44199,0.998287,1.000000,0.998218,1.000000,0.999045,1.000000,0.999006,1.000000
44399,0.998295,1.000000,0.998226,1.000000,0.999050,1.000000,0.999011,1.000000
44599,0.998303,1.000000,0.998234,1.000000,0.999055,1.000000,0.999016,1.000000
44799,0.998311,1.000000,0.998242,1.000000,0.999059,1.000000,0.999021,1.000000
44999,0.998318,1.000000,0.998250,1.000000,0.999064,1.000000,0.999026,1.000000
45199,0.998326,1.000000,0.998258,1.000000,0.999069,1.000000,0.999031,1.000000
45399,0.998333,1.000000,0.998266,1.000000,0.999074,1.000000,0.999036,1.000000
45599,0.998341,1.000000,0.998274,1.000000,0.999078,1.000000,0.999041,1.000000
45799,0.998348,1.000000,0.998281,1.000000,0.999083,1.000000,0.999046,1.000000
45999,0.998356,1.000000,0.998289,1.000000,0.999087,1.000000,0.999050,1.000000
46199,0.998363,1.000000,0.998296,1.000000,0.999092,1.000000,0.999055,1.000000
46399,0.998370,1.000000,0.998304,1.000000,0.999096,1.000000,0.999060,1.000000
46599,0.998377,1.000000,0.998311,1.000000,0.999101,1.000000,0.999064,1.000000
46799,0.998384,1.000000,0.998319,1.000000,0.999105,1.000000,0.999069,1.000000
46999,0.998391,1.000000,0.998326,1.000000,0.999109,1.000000,0.999073,1.000000
47199,0.998398,1.000000,0.998333,1.000000,0.999114,1.000000,0.999078,1.000000
47399,0.998405,1.000000,0.998341,1.000000,0.999118,1.000000,0.999082,1.000000
47599,0.998412,1.000000,0.998348,1.000000,0.999122,1.000000,0.999086,1.000000
47799,0.998419,1.000000,0.998355,1.000000,0.999126,1.000000,0.999091,1.000000
47999,0.998426,1.000000,0.998362,1.000000,0.999130,1.000000,0.999095,1.000000
48199,0.998432,1.000000,0.998369,1.000000,0.999134,1.000000,0.999099,1.000000
48399,0.998439,1.000000,0.998376,1.000000,0.999138,1.000000,0.999103,1.000000
48599,0.998445,1.000000,0.998382,1.000000,0.999142,1.000000,0.999107,1.000000
48799,0.998452,1.000000,0.998389,1.000000,0.999146,1.000000,0.999112,1.000000
48999,0.998458,1.000000,0.998396,1.000000,0.999150,1.000000,0.999116,1.000000
49199,0.998465,1.000000,0.998402,1.000000,0.999154,1.000000,0.999120,1.000000
49399,0.998471,1.000000,0.998409,1.000000,0.999158,1.000000,0.999124,1.000000
49599,0.998477,1.000000,0.998416,1.000000,0.999162,1.000000,0.999128,1.000000
49799,0.998484,1.000000,0.998422,1.000000,0.999166,1.000000,0.999132,1.000000
49999,0.998490,1.000000,0.998429,1.000000,0.999169,1.000000,0.999136,1.000000
50199,0.998496,1.000000,0.998435,1.000000,0.999173,1.000000,0.999139,1.000000
50399,0.998502,1.000000,0.998441,1.000000,0.999177,1.000000,0.999143,1.000000
50599,0.998508,1.000000,0.998448,1.000000,0.999180,1.000000,0.999147,1.000000
50799,0.998514,1.000000,0.998454,1.000000,0.999184,1.000000,0.999151,1.000000
50999,0.998520,1.000000,0.998460,1.000000,0.999187,1.000000,0.999155,1.000000
51199,0.998526,1.000000,0.998466,1.000000,0.999191,1.000000,0.999158,1.000000
51399,0.998532,1.000000,0.998472,1.000000,0.999195,1.000000,0.999162,1.000000
51599,0.998538,1.000000,0.998478,1.000000,0.999198,1.000000,0.999166,1.000000
51799,0.998543,1.000000,0.998484,1.000000,0.999202,1.000000,0.999169,1.000000
51999,0.998549,1.000000,0.998490,1.000000,0.999205,1.000000,0.999173,1.000000
52199,0.998555,1.000000,0.998496,1.000000,0.999208,1.000000,0.999176,1.000000
52399,0.998560,1.000000,0.998502,1.000000,0.999212,1.000000,0.999180,1.000000
52599,0.998566,1.000000,0.998508,1.000000,0.999215,1.000000,0.999183,1.000000
52799,0.998571,1.000000,0.998514,1.000000,0.999218,1.000000,0.999187,1.000000
52999,0.998577,1.000000,0.998519,1.000000,0.999222,1.000000,0.999190,1.000000
53199,0.998582,1.000000,0.998525,1.000000,0.999225,1.000000,0.999193,1.000000
53399,0.998588,1.000000,0.998531,1.000000,0.999228,1.000000,0.999197,1.000000
53599,0.998593,1.000000,0.998536,1.000000,0.999231,1.000000,0.999200,1.000000
53799,0.998598,1.000000,0.998542,1.000000,0.999235,1.000000,0.999204,1.000000
53999,0.998604,1.000000,0.998547,1.000000,0.999238,1.000000,0.999207,1.000000
54199,0.998609,1.000000,0.998553,1.000000,0.999241,1.000000,0.999210,1.000000
54399,0.998614,1.000000,0.998558,1.000000,0.999244,1.000000,0.999213,1.000000
54599,0.998619,1.000000,0.998563,1.000000,0.999247,1.000000,0.999216,1.000000
54799,0.998625,1.000000,0.998569,1.000000,0.999250,1.000000,0.999220,1.000000
54999,0.998630,1.000000,0.998574,1.000000,0.999253,1.000000,0.999223,1.000000
55199,0.998635,1.000000,0.998579,1.000000,0.999256,1.000000,0.999226,1.000000
55399,0.998640,1.000000,0.998585,1.000000,0.999259,1.000000,0.999229,1.000000
55599,0.998645,1.000000,0.998590,1.000000,0.999262,1.000000,0.999232,1.000000
55799,0.998650,1.000000,0.998595,1.000000,0.999265,1.000000,0.999235,1.000000
55999,0.998655,1.000000,0.998600,1.000000,0.999268,1.000000,0.999238,1.000000
56199,0.998659,1.000000,0.998605,1.000000,0.999271,1.000000,0.999241,1.000000
56399,0.998664,1.000000,0.998610,1.000000,0.999274,1.000000,0.999244,1.000000
56599,0.998669,1.000000,0.998615,1.000000,0.999276,1.000000,0.999247,1.000000
56799,0.998674,1.000000,0.998620,1.000000,0.999279,1.000000,0.999250,1.000000
56999,0.998679,1.000000,0.998625,1.000000,0.999282,1.000000,0.999253,1.000000
57199,0.998683,1.000000,0.998630,1.000000,0.999285,1.000000,0.999256,1.000000
57399,0.998688,1.000000,0.998635,1.000000,0.999288,1.000000,0.999259,1.000000
57599,0.998693,1.000000,0.998640,1.000000,0.999290,1.000000,0.999262,1.000000
57799,0.998697,1.000000,0.998644,1.000000,0.999293,1.000000,0.999264,1.000000
57999,0.998702,1.000000,0.998649,1.000000,0.999296,1.000000,0.999267,1.000000
58199,0.998706,1.000000,0.998654,1.000000,0.999298,1.000000,0.999270,1.000000
58399,0.998711,1.000000,0.998659,1.000000,0.999301,1.000000,0.999273,1.000000
58599,0.998715,1.000000,0.998663,1.000000,0.999304,1.000000,0.999275,1.000000
58799,0.998720,1.000000,0.998668,1.000000,0.999306,1.000000,0.999278,1.000000
58999,0.998724,1.000000,0.998672,1.000000,0.999309,1.000000,0.999281,1.000000
59199,0.998729,1.000000,0.998677,1.000000,0.999311,1.000000,0.999284,1.000000
59399,0.998733,1.000000,0.998682,1.000000,0.999314,1.000000,0.999286,1.000000
59599,0.998737,1.000000,0.998686,1.000000,0.999317,1.000000,0.999289,1.000000
59799,0.998741,1.000000,0.998690,1.000000,0.999319,1.000000,0.999291,1.000000
59999,0.998746,1.000000,0.998695,1.000000,0.999322,1.000000,0.999294,1.000000
60199,0.998750,1.000000,0.998699,1.000000,0.999324,1.000000,0.999297,1.000000
60399,0.998754,1.000000,0.998704,1.000000,0.999327,1.000000,0.999299,1.000000
60599,0.998758,1.000000,0.998708,1.000000,0.999329,1.000000,0.999302,1.000000
60799,0.998763,1.000000,0.998712,1.000000,0.999331,1.000000,0.999304,1.000000
60999,0.998767,1.000000,0.998717,1.000000,0.999334,1.000000,0.999307,1.000000
61199,0.998771,1.000000,0.998721,1.000000,0.999336,1.000000,0.999309,1.000000
61399,0.998775,1.000000,0.998725,1.000000,0.999339,1.000000,0.999312,1.000000
61599,0.998779,1.000000,0.998729,1.000000,0.999341,1.000000,0.999314,1.000000
61799,0.998783,1.000000,0.998734,1.000000,0.999343,1.000000,0.999317,1.000000
61999,0.998787,1.000000,0.998738,1.000000,0.999346,1.000000,0.999319,1.000000
62199,0.998791,1.000000,0.998742,1.000000,0.999348,1.000000,0.999321,1.000000
62399,0.998795,1.000000,0.998746,1.000000,0.999350,1.000000,0.999324,1.000000
62599,0.998799,1.000000,0.998750,1.000000,0.999352,1.000000,0.999326,1.000000
62799,0.998803,1.000000,0.998754,1.000000,0.999355,1.000000,0.999329,1.000000
62999,0.998806,1.000000,0.998758,1.000000,0.999357,1.000000,0.999331,1.000000
63199,0.998810,1.000000,0.998762,1.000000,0.999359,1.000000,0.999333,1.000000
63399,0.998814,1.000000,0.998766,1.000000,0.999361,1.000000,0.999335,1.000000
63599,0.998818,1.000000,0.998770,1.000000,0.999364,1.000000,0.999338,1.000000
63799,0.998822,1.000000,0.998774,1.000000,0.999366,1.000000,0.999340,1.000000
63999,0.998825,1.000000,0.998778,1.000000,0.999368,1.000000,0.999342,1.000000
64199,0.998829,1.000000,0.998782,1.000000,0.999370,1.000000,0.999345,1.000000
64399,0.998833,1.000000,0.998785,1.000000,0.999372,1.000000,0.999347,1.000000
64599,0.998836,1.000000,0.998789,1.000000,0.999374,1.000000,0.999349,1.000000
64799,0.998840,1.000000,0.998793,1.000000,0.999376,1.000000,0.999351,1.000000
64999,0.998844,1.000000,0.998797,1.000000,0.999379,1.000000,0.999353,1.000000
65199,0.998847,1.000000,0.998801,1.000000,0.999381,1.000000,0.999356,1.000000
65399,0.998851,1.000000,0.998804,1.000000,0.999383,1.000000,0.999358,1.000000
65599,0.998854,1.000000,0.998808,1.000000,0.999385,1.000000,0.999360,1.000000
65799,0.998858,1.000000,0.998812,1.000000,0.999387,1.000000,0.999362,1.000000
65999,0.998862,1.000000,0.998815,1.000000,0.999389,1.000000,0.999364,1.000000
66199,0.998865,1.000000,0.998819,1.000000,0.999391,1.000000,0.999366,1.000000
66399,0.998869,1.000000,0.998823,1.000000,0.999393,1.000000,0.999368,1.000000
66599,0.998872,1.000000,0.998826,1.000000,0.999395,1.000000,0.999370,1.000000
66799,0.998875,1.000000,0.998830,1.000000,0.999397,1.000000,0.999372,1.000000
66999,0.998879,1.000000,0.998833,1.000000,0.999399,1.000000,0.999374,1.000000
67199,0.998882,1.000000,0.998837,1.000000,0.999401,1.000000,0.999376,1.000000
67399,0.998886,1.000000,0.998840,1.000000,0.999403,1.000000,0.999378,1.000000
67599,0.998889,1.000000,0.998844,1.000000,0.999405,1.000000,0.999380,1.000000
67799,0.998892,1.000000,0.998847,1.000000,0.999406,1.000000,0.999382,1.000000
67999,0.998896,1.000000,0.998851,1.000000,0.999408,1.000000,0.999384,1.000000
68199,0.998899,1.000000,0.998854,1.000000,0.999410,1.000000,0.999386,1.000000
68399,0.998902,1.000000,0.998858,1.000000,0.999412,1.000000,0.999388,1.000000
68599,0.998905,1.000000,0.998861,1.000000,0.999414,1.000000,0.999390,1.000000
68799,0.998909,1.000000,0.998864,1.000000,0.999416,1.000000,0.999392,1.000000
68999,0.998912,1.000000,0.998868,1.000000,0.999418,1.000000,0.999394,1.000000
69199,0.998915,1.000000,0.998871,1.000000,0.999419,1.000000,0.999396,1.000000
69399,0.998918,1.000000,0.998874,1.000000,0.999421,1.000000,0.999398,1.000000
69599,0.998921,1.000000,0.998878,1.000000,0.999423,1.000000,0.999400,1.000000
69799,0.998924,1.000000,0.998881,1.000000,0.999425,1.000000,0.999402,1.000000
69999,0.998928,1.000000,0.998884,1.000000,0.999427,1.000000,0.999403,1.000000
70199,0.998931,1.000000,0.998887,1.000000,0.999428,1.000000,0.999405,1.000000
70399,0.998934,1.000000,0.998890,1.000000,0.999430,1.000000,0.999407,1.000000
70599,0.998937,1.000000,0.998894,1.000000,0.999432,1.000000,0.999409,1.000000
70799,0.998940,1.000000,0.998897,1.000000,0.999434,1.000000,0.999411,1.000000
70999,0.998943,1.000000,0.998900,1.000000,0.999435,1.000000,0.999413,1.000000
71199,0.998946,1.000000,0.998903,1.000000,0.999437,1.000000,0.999414,1.000000
71399,0.998949,1.000000,0.998906,1.000000,0.999439,1.000000,0.999416,1.000000
71599,0.998952,1.000000,0.998909,1.000000,0.999441,1.000000,0.999418,1.000000
71799,0.998955,1.000000,0.998912,1.000000,0.999442,1.000000,0.999420,1.000000
71999,0.998958,1.000000,0.998915,1.000000,0.999444,1.000000,0.999421,1.000000
72199,0.998961,1.000000,0.998919,1.000000,0.999446,1.000000,0.999423,1.000000
72399,0.998964,1.000000,0.998922,1.000000,0.999447,1.000000,0.999425,1.000000
72599,0.998966,1.000000,0.998925,1.000000,0.999449,1.000000,0.999427,1.000000
72799,0.998969,1.000000,0.998928,1.000000,0.999451,1.000000,0.999428,1.000000
72999,0.998972,1.000000,0.998931,1.000000,0.999452,1.000000,0.999430,1.000000
73199,0.998975,1.000000,0.998934,1.000000,0.999454,1.000000,0.999432,1.000000
73399,0.998978,1.000000,0.998936,1.000000,0.999455,1.000000,0.999433,1.000000
73599,0.998981,1.000000,0.998939,1.000000,0.999457,1.000000,0.999435,1.000000
73799,0.998984,1.000000,0.998942,1.000000,0.999459,1.000000,0.999437,1.000000
73999,0.998932,0.980000,0.998904,0.985000,0.999429,0.000000,0.999415,0.000000
74199,0.998934,1.000000,0.998907,1.000000,0.999429,0.000000,0.999415,0.000000
74399,0.998937,1.000000,0.998910,1.000000,0.999429,0.000000,0.999415,0.000000
74599,0.998832,0.960000,0.998818,0.965000,0.999371,0.946667,0.999364,0.953642
74799,0.998835,1.000000,0.998821,1.000000,0.999373,1.000000,0.999366,1.000000
74999,0.998838,1.000000,0.998824,1.000000,0.999375,1.000000,0.999368,1.000000
75199,0.998841,1.000000,0.998827,1.000000,0.999377,1.000000,0.999370,1.000000
75399,0.998844,1.000000,0.998831,1.000000,0.999379,1.000000,0.999372,1.000000
75599,0.998847,1.000000,0.998834,1.000000,0.999381,1.000000,0.999373,1.000000
75799,0.998850,1.000000,0.998837,1.000000,0.999382,1.000000,0.999375,1.000000
75999,0.998853,1.000000,0.998840,1.000000,0.999384,1.000000,0.999377,1.000000
76199,0.998856,1.000000,0.998843,1.000000,0.999386,1.000000,0.999379,1.000000
76399,0.998859,1.000000,0.998846,1.000000,0.999388,1.000000,0.999380,1.000000
76599,0.998862,1.000000,0.998849,1.000000,0.999389,1.000000,0.999382,1.000000
76799,0.998865,1.000000,0.998852,1.000000,0.999391,1.000000,0.999384,1.000000
76999,0.998868,1.000000,0.998855,1.000000,0.999393,1.000000,0.999386,1.000000
77199,0.998871,1.000000,0.998858,1.000000,0.999394,1.000000,0.999387,1.000000
77399,0.998874,1.000000,0.998861,1.000000,0.999396,1.000000,0.999389,1.000000
77599,0.998877,1.000000,0.998864,1.000000,0.999398,1.000000,0.999391,1.000000
77799,0.998880,1.000000,0.998867,1.000000,0.999400,1.000000,0.999393,1.000000
77999,0.998883,1.000000,0.998870,1.000000,0.999401,1.000000,0.999394,1.000000
78199,0.998886,1.000000,0.998873,1.000000,0.999403,1.000000,0.999396,1.000000
78399,0.998889,1.000000,0.998876,1.000000,0.999405,1.000000,0.999398,1.000000
78599,0.998892,1.000000,0.998879,1.000000,0.999406,1.000000,0.999399,1.000000
78799,0.998895,1.000000,0.998882,1.000000,0.999408,1.000000,0.999401,1.000000
78999,0.998897,1.000000,0.998885,1.000000,0.999409,1.000000,0.999403,1.000000
79199,0.998900,1.000000,0.998887,1.000000,0.999411,1.000000,0.999404,1.000000
79399,0.998903,1.000000,0.998890,1.000000,0.999413,1.000000,0.999406,1.000000
79599,0.998906,1.000000,0.998893,1.000000,0.999414,1.000000,0.999407,1.000000
79799,0.998909,1.000000,0.998896,1.000000,0.999416,1.000000,0.999409,1.000000
79999,0.998911,1.000000,0.998899,1.000000,0.999417,1.000000,0.999411,1.000000
80199,0.998914,1.000000,0.998902,1.000000,0.999419,1.000000,0.999412,1.000000
80399,0.998917,1.000000,0.998904,1.000000,0.999421,1.000000,0.999414,1.000000
80599,0.998920,1.000000,0.998907,1.000000,0.999422,1.000000,0.999415,1.000000
80799,0.998922,1.000000,0.998910,1.000000,0.999424,1.000000,0.999417,1.000000
80999,0.998925,1.000000,0.998912,1.000000,0.999425,1.000000,0.999419,1.000000
81199,0.998928,1.000000,0.998915,1.000000,0.999427,1.000000,0.999420,1.000000
81399,0.998930,1.000000,0.998918,1.000000,0.999428,1.000000,0.999422,1.000000
81599,0.998933,1.000000,0.998921,1.000000,0.999430,1.000000,0.999423,1.000000
81799,0.998936,1.000000,0.998923,1.000000,0.999431,1.000000,0.999425,1.000000
81999,0.998938,1.000000,0.998926,1.000000,0.999433,1.000000,0.999426,1.000000
82199,0.998941,1.000000,0.998929,1.000000,0.999434,1.000000,0.999428,1.000000
82399,0.998943,1.000000,0.998931,1.000000,0.999436,1.000000,0.999429,1.000000
82599,0.998946,1.000000,0.998934,1.000000,0.999437,1.000000,0.999431,1.000000
82799,0.998949,1.000000,0.998936,1.000000,0.999439,1.000000,0.999432,1.000000
82999,0.998951,1.000000,0.998939,1.000000,0.999440,1.000000,0.999434,1.000000
83199,0.998954,1.000000,0.998942,1.000000,0.999442,1.000000,0.999435,1.000000
83399,0.998956,1.000000,0.998944,1.000000,0.999443,1.000000,0.999437,1.000000
83599,0.998959,1.000000,0.998947,1.000000,0.999445,1.000000,0.999438,1.000000
83799,0.998961,1.000000,0.998949,1.000000,0.999446,1.000000,0.999440,1.000000
83999,0.998964,1.000000,0.998952,1.000000,0.999447,1.000000,0.999441,1.000000
84199,0.998966,1.000000,0.998954,1.000000,0.999449,1.000000,0.999442,1.000000
84399,0.998969,1.000000,0.998957,1.000000,0.999450,1.000000,0.999444,1.000000
84599,0.998971,1.000000,0.998959,1.000000,0.999452,1.000000,0.999445,1.000000
84799,0.998974,1.000000,0.998962,1.000000,0.999453,1.000000,0.999447,1.000000
84999,0.998976,1.000000,0.998964,1.000000,0.999454,1.000000,0.999448,1.000000
85199,0.998979,1.000000,0.998967,1.000000,0.999456,1.000000,0.999449,1.000000
85399,0.998981,1.000000,0.998969,1.000000,0.999457,1.000000,0.999451,1.000000
85599,0.998983,1.000000,0.998972,1.000000,0.999459,1.000000,0.999452,1.000000
85799,0.998986,1.000000,0.998974,1.000000,0.999460,1.000000,0.999454,1.000000
85999,0.998988,1.000000,0.998976,1.000000,0.999461,1.000000,0.999455,1.000000
86199,0.998991,1.000000,0.998979,1.000000,0.999463,1.000000,0.999456,1.000000
86399,0.998993,1.000000,0.998981,1.000000,0.999464,1.000000,0.999458,1.000000
86599,0.998995,1.000000,0.998984,1.000000,0.999465,1.000000,0.999459,1.000000
86799,0.998998,1.000000,0.998986,1.000000,0.999467,1.000000,0.999460,1.000000
86999,0.999000,1.000000,0.998988,1.000000,0.999468,1.000000,0.999462,1.000000
87199,0.999002,1.000000,0.998991,1.000000,0.999469,1.000000,0.999463,1.000000
87399,0.999005,1.000000,0.998993,1.000000,0.999471,1.000000,0.999464,1.000000
87599,0.999007,1.000000,0.998995,1.000000,0.999472,1.000000,0.999466,1.000000
87799,0.999009,1.000000,0.998998,1.000000,0.999473,1.000000,0.999467,1.000000
87999,0.999011,1.000000,0.999000,1.000000,0.999474,1.000000,0.999468,1.000000
88199,0.999014,1.000000,0.999002,1.000000,0.999476,1.000000,0.999470,1.000000
88399,0.999016,1.000000,0.999005,1.000000,0.999477,1.000000,0.999471,1.000000
88599,0.999018,1.000000,0.999007,1.000000,0.999478,1.000000,0.999472,1.000000
88799,0.999021,1.000000,0.999009,1.000000,0.999480,1.000000,0.999473,1.000000
88999,0.999023,1.000000,0.999011,1.000000,0.999481,1.000000,0.999475,1.000000
89199,0.999025,1.000000,0.999014,1.000000,0.999482,1.000000,0.999476,1.000000
89399,0.999027,1.000000,0.999016,1.000000,0.999483,1.000000,0.999477,1.000000
89599,0.999029,1.000000,0.999018,1.000000,0.999485,1.000000,0.999479,1.000000
89799,0.999032,1.000000,0.999020,1.000000,0.999486,1.000000,0.999480,1.000000
89999,0.999034,1.000000,0.999022,1.000000,0.999487,1.000000,0.999481,1.000000
90199,0.999036,1.000000,0.999025,1.000000,0.999488,1.000000,0.999482,1.000000
90399,0.999038,1.000000,0.999027,1.000000,0.999489,1.000000,0.999483,1.000000
90599,0.999040,1.000000,0.999029,1.000000,0.999491,1.000000,0.999485,1.000000
90799,0.998976,0.970000,0.998987,0.980000,0.999456,0.965909,0.999462,0.977011
90999,0.998900,0.965000,0.998911,0.965000,0.999415,0.955414,0.999421,0.955414
91199,0.998902,1.000000,0.998914,1.000000,0.999416,1.000000,0.999422,1.000000
91399,0.998905,1.000000,0.998916,1.000000,0.999418,1.000000,0.999423,1.000000
91599,0.998907,1.000000,0.998918,1.000000,0.999419,1.000000,0.999425,1.000000
91799,0.998910,1.000000,0.998921,1.000000,0.999420,1.000000,0.999426,1.000000
91999,0.998912,1.000000,0.998923,1.000000,0.999422,1.000000,0.999427,1.000000
92199,0.998849,0.970000,0.998871,0.975000,0.999388,0.979021,0.999399,0.982456
92399,0.998829,0.990000,0.998873,1.000000,0.999376,0.000000,0.999399,0.000000
92599,0.998734,0.955000,0.998810,0.970000,0.999324,0.816327,0.999364,0.884615
92799,0.998736,1.000000,0.998813,1.000000,0.999325,1.000000,0.999366,1.000000
92999,0.998739,1.000000,0.998815,1.000000,0.999327,1.000000,0.999367,1.000000
93199,0.998742,1.000000,0.998818,1.000000,0.999328,1.000000,0.999369,1.000000
93399,0.998745,1.000000,0.998820,1.000000,0.999330,1.000000,0.999370,1.000000
93599,0.998715,0.985000,0.998758,0.970000,0.999313,0.967742,0.999336,0.937500
93799,0.998675,0.980000,0.998707,0.975000,0.999290,0.974026,0.999308,0.967320
93999,0.998677,1.000000,0.998710,1.000000,0.999292,1.000000,0.999309,1.000000
94199,0.998680,1.000000,0.998712,1.000000,0.999294,1.000000,0.999311,1.000000
94399,0.998683,1.000000,0.998715,1.000000,0.999295,1.000000,0.999312,1.000000
94599,0.998686,1.000000,0.998718,1.000000,0.999297,1.000000,0.999314,1.000000
94799,0.998689,1.000000,0.998721,1.000000,0.999299,1.000000,0.999316,1.000000
94999,0.998691,1.000000,0.998723,1.000000,0.999300,1.000000,0.999317,1.000000
95199,0.998694,1.000000,0.998726,1.000000,0.999302,1.000000,0.999319,1.000000
95399,0.998697,1.000000,0.998729,1.000000,0.999303,1.000000,0.999320,1.000000
95599,0.998700,1.000000,0.998732,1.000000,0.999305,1.000000,0.999322,1.000000
95799,0.998703,1.000000,0.998734,1.000000,0.999306,1.000000,0.999323,1.000000
95999,0.998705,1.000000,0.998737,1.000000,0.999308,1.000000,0.999325,1.000000
96199,0.998708,1.000000,0.998739,1.000000,0.999310,1.000000,0.999326,1.000000
96399,0.998711,1.000000,0.998742,1.000000,0.999311,1.000000,0.999328,1.000000
96599,0.998713,1.000000,0.998745,1.000000,0.999313,1.000000,0.999329,1.000000
96799,0.998716,1.000000,0.998747,1.000000,0.999314,1.000000,0.999331,1.000000
96999,0.998719,1.000000,0.998750,1.000000,0.999316,1.000000,0.999332,1.000000
97199,0.998721,1.000000,0.998753,1.000000,0.999317,1.000000,0.999334,1.000000
97399,0.998724,1.000000,0.998755,1.000000,0.999319,1.000000,0.999335,1.000000
97599,0.998727,1.000000,0.998758,1.000000,0.999320,1.000000,0.999337,1.000000
97799,0.998729,1.000000,0.998760,1.000000,0.999322,1.000000,0.999338,1.000000
97999,0.998732,1.000000,0.998763,1.000000,0.999323,1.000000,0.999340,1.000000
98199,0.998735,1.000000,0.998765,1.000000,0.999325,1.000000,0.999341,1.000000
98399,0.998737,1.000000,0.998768,1.000000,0.999326,1.000000,0.999343,1.000000
98599,0.998740,1.000000,0.998770,1.000000,0.999328,1.000000,0.999344,1.000000
98799,0.998742,1.000000,0.998773,1.000000,0.999329,1.000000,0.999345,1.000000
98999,0.998745,1.000000,0.998776,1.000000,0.999331,1.000000,0.999347,1.000000
99199,0.998747,1.000000,0.998778,1.000000,0.999332,1.000000,0.999348,1.000000
99399,0.998750,1.000000,0.998780,1.000000,0.999334,1.000000,0.999350,1.000000
99599,0.998753,1.000000,0.998783,1.000000,0.999335,1.000000,0.999351,1.000000
99799,0.998755,1.000000,0.998785,1.000000,0.999336,1.000000,0.999353,1.000000
99999,0.998758,1.000000,0.998788,1.000000,0.999338,1.000000,0.999354,1.000000
100199,0.998760,1.000000,0.998790,1.000000,0.999339,1.000000,0.999355,1.000000
100399,0.998763,1.000000,0.998793,1.000000,0.999341,1.000000,0.999357,1.000000
100599,0.998765,1.000000,0.998795,1.000000,0.999342,1.000000,0.999358,1.000000
100799,0.998768,1.000000,0.998798,1.000000,0.999343,1.000000,0.999359,1.000000
100999,0.998770,1.000000,0.998800,1.000000,0.999345,1.000000,0.999361,1.000000
101199,0.998772,1.000000,0.998802,1.000000,0.999346,1.000000,0.999362,1.000000
101399,0.998775,1.000000,0.998805,1.000000,0.999348,1.000000,0.999364,1.000000
101599,0.998777,1.000000,0.998807,1.000000,0.999349,1.000000,0.999365,1.000000
101799,0.998780,1.000000,0.998810,1.000000,0.999350,1.000000,0.999366,1.000000
101999,0.998782,1.000000,0.998812,1.000000,0.999352,1.000000,0.999368,1.000000
102199,0.998785,1.000000,0.998814,1.000000,0.999353,1.000000,0.999369,1.000000
102399,0.998787,1.000000,0.998817,1.000000,0.999354,1.000000,0.999370,1.000000
102599,0.998789,1.000000,0.998819,1.000000,0.999356,1.000000,0.999372,1.000000
102799,0.998792,1.000000,0.998821,1.000000,0.999357,1.000000,0.999373,1.000000
102999,0.998794,1.000000,0.998824,1.000000,0.999359,1.000000,0.999374,1.000000
103199,0.998718,0.960000,0.998796,0.985000,0.999317,0.958333,0.999359,0.983957
103399,0.998721,1.000000,0.998799,1.000000,0.999317,0.000000,0.999359,0.000000
103599,0.998723,1.000000,0.998801,1.000000,0.999317,0.000000,0.999359,0.000000
103799,0.998726,1.000000,0.998804,1.000000,0.999317,0.000000,0.999359,0.000000
103999,0.998660,0.965000,0.998738,0.965000,0.999282,0.981333,0.999324,0.981333
104199,0.998663,1.000000,0.998740,1.000000,0.999284,1.000000,0.999325,1.000000
104399,0.998665,1.000000,0.998743,1.000000,0.999285,1.000000,0.999327,1.000000
104599,0.998668,1.000000,0.998745,1.000000,0.999287,1.000000,0.999328,1.000000
104799,0.998671,1.000000,0.998748,1.000000,0.999288,1.000000,0.999330,1.000000
