# TEST CONFIGURATION BEGIN
# FileStream(filename='df_train.csv', target_idx=-1, n_targets=1, cat_features=None)
# [arf_PageHinkley] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=PageHinkley(alpha=0.9999, delta=0.005, min_instances=30, threshold=50), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=PageHinkley(alpha=0.9999, delta=0.005, min_instances=30, threshold=50))
# [arf_ADWIN] AdaptiveRandomForestClassifier(binary_split=False, disable_weighted_vote=False, drift_detection_method=ADWIN(delta=0.002), grace_period=50, lambda_value=6, leaf_prediction='nba', max_byte_size=33554432, max_features='auto', memory_estimate_period=2000000, n_estimators=10, nb_threshold=0, no_preprune=False, nominal_attributes=None, performance_metric='acc', random_state=None, remove_poor_atts=False, split_confidence=0.01, split_criterion='info_gain', stop_mem_management=False, tie_threshold=0.05, warning_detection_method=ADWIN(delta=0.002))
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=359935, max_time=inf, metrics=['accuracy', 'f1'], n_wait=200, output_file='results_train.csv', pretrain_size=1000, restart_stream=True, show_plot=False)
# TEST CONFIGURATION END
id,mean_acc_[arf_PageHinkley],current_acc_[arf_PageHinkley],mean_acc_[arf_ADWIN],current_acc_[arf_ADWIN],mean_f1_[arf_PageHinkley],current_f1_[arf_PageHinkley],mean_f1_[arf_ADWIN],current_f1_[arf_ADWIN]
104999,0.998673,1.000000,0.998750,1.000000,0.999290,1.000000,0.999331,1.000000
105199,0.998676,1.000000,0.998752,1.000000,0.999291,1.000000,0.999332,1.000000
105399,0.998678,1.000000,0.998755,1.000000,0.999293,1.000000,0.999334,1.000000
105599,0.998681,1.000000,0.998757,1.000000,0.999294,1.000000,0.999335,1.000000
105799,0.998683,1.000000,0.998760,1.000000,0.999296,1.000000,0.999336,1.000000
105999,0.998686,1.000000,0.998762,1.000000,0.999297,1.000000,0.999338,1.000000
106199,0.998688,1.000000,0.998764,1.000000,0.999298,1.000000,0.999339,1.000000
106399,0.998691,1.000000,0.998767,1.000000,0.999300,1.000000,0.999340,1.000000
106599,0.998693,1.000000,0.998769,1.000000,0.999301,1.000000,0.999342,1.000000
106799,0.998696,1.000000,0.998771,1.000000,0.999303,1.000000,0.999343,1.000000
106999,0.998698,1.000000,0.998774,1.000000,0.999304,1.000000,0.999344,1.000000
107199,0.998701,1.000000,0.998776,1.000000,0.999306,1.000000,0.999346,1.000000
107399,0.998703,1.000000,0.998778,1.000000,0.999307,1.000000,0.999347,1.000000
107599,0.998705,1.000000,0.998780,1.000000,0.999308,1.000000,0.999348,1.000000
107799,0.998708,1.000000,0.998783,1.000000,0.999310,1.000000,0.999350,1.000000
107999,0.998710,1.000000,0.998785,1.000000,0.999311,1.000000,0.999351,1.000000
108199,0.998713,1.000000,0.998787,1.000000,0.999312,1.000000,0.999352,1.000000
108399,0.998715,1.000000,0.998790,1.000000,0.999314,1.000000,0.999354,1.000000
108599,0.998717,1.000000,0.998792,1.000000,0.999315,1.000000,0.999355,1.000000
108799,0.998720,1.000000,0.998794,1.000000,0.999317,1.000000,0.999356,1.000000
108999,0.998722,1.000000,0.998796,1.000000,0.999318,1.000000,0.999357,1.000000
109199,0.998725,1.000000,0.998799,1.000000,0.999319,1.000000,0.999359,1.000000
109399,0.998727,1.000000,0.998801,1.000000,0.999321,1.000000,0.999360,1.000000
109599,0.998729,1.000000,0.998803,1.000000,0.999322,1.000000,0.999361,1.000000
109799,0.998732,1.000000,0.998805,1.000000,0.999323,1.000000,0.999362,1.000000
109999,0.998734,1.000000,0.998807,1.000000,0.999325,1.000000,0.999364,1.000000
110199,0.998736,1.000000,0.998810,1.000000,0.999326,1.000000,0.999365,1.000000
110399,0.998739,1.000000,0.998812,1.000000,0.999327,1.000000,0.999366,1.000000
110599,0.998741,1.000000,0.998814,1.000000,0.999329,1.000000,0.999367,1.000000
110799,0.998743,1.000000,0.998816,1.000000,0.999330,1.000000,0.999369,1.000000
110999,0.998745,1.000000,0.998818,1.000000,0.999331,1.000000,0.999370,1.000000
111199,0.998748,1.000000,0.998820,1.000000,0.999332,1.000000,0.999371,1.000000
111399,0.998750,1.000000,0.998822,1.000000,0.999334,1.000000,0.999372,1.000000
111599,0.998752,1.000000,0.998825,1.000000,0.999335,1.000000,0.999374,1.000000
111799,0.998755,1.000000,0.998827,1.000000,0.999336,1.000000,0.999375,1.000000
111999,0.998757,1.000000,0.998829,1.000000,0.999338,1.000000,0.999376,1.000000
112199,0.998759,1.000000,0.998831,1.000000,0.999339,1.000000,0.999377,1.000000
112399,0.998761,1.000000,0.998833,1.000000,0.999340,1.000000,0.999378,1.000000
112599,0.998763,1.000000,0.998835,1.000000,0.999341,1.000000,0.999379,1.000000
112799,0.998766,1.000000,0.998837,1.000000,0.999343,1.000000,0.999381,1.000000
112999,0.998768,1.000000,0.998839,1.000000,0.999344,1.000000,0.999382,1.000000
113199,0.998770,1.000000,0.998841,1.000000,0.999345,1.000000,0.999383,1.000000
113399,0.998772,1.000000,0.998843,1.000000,0.999346,1.000000,0.999384,1.000000
113599,0.998774,1.000000,0.998845,1.000000,0.999348,1.000000,0.999385,1.000000
113799,0.998777,1.000000,0.998848,1.000000,0.999349,1.000000,0.999387,1.000000
113999,0.998779,1.000000,0.998850,1.000000,0.999350,1.000000,0.999388,1.000000
114199,0.998781,1.000000,0.998852,1.000000,0.999351,1.000000,0.999389,1.000000
114399,0.998783,1.000000,0.998854,1.000000,0.999352,1.000000,0.999390,1.000000
114599,0.998785,1.000000,0.998856,1.000000,0.999354,1.000000,0.999391,1.000000
114799,0.998787,1.000000,0.998858,1.000000,0.999355,1.000000,0.999392,1.000000
114999,0.998789,1.000000,0.998860,1.000000,0.999356,1.000000,0.999393,1.000000
115199,0.998792,1.000000,0.998862,1.000000,0.999357,1.000000,0.999395,1.000000
115399,0.998794,1.000000,0.998864,1.000000,0.999358,1.000000,0.999396,1.000000
115599,0.998796,1.000000,0.998866,1.000000,0.999360,1.000000,0.999397,1.000000
115799,0.998798,1.000000,0.998868,1.000000,0.999361,1.000000,0.999398,1.000000
115999,0.998774,0.985000,0.998843,0.985000,0.999347,0.966292,0.999384,0.966292
116199,0.998646,0.925000,0.998741,0.940000,0.999278,0.823529,0.999329,0.850000
116399,0.998648,1.000000,0.998744,1.000000,0.999278,0.000000,0.999329,0.000000
116599,0.998616,0.980000,0.998676,0.960000,0.999260,0.966667,0.999292,0.931034
116799,0.998618,1.000000,0.998679,1.000000,0.999261,1.000000,0.999294,1.000000
116999,0.998621,1.000000,0.998681,1.000000,0.999263,1.000000,0.999295,1.000000
117199,0.998520,0.940000,0.998614,0.960000,0.999207,0.000000,0.999258,0.000000
117399,0.998522,1.000000,0.998617,1.000000,0.999207,0.000000,0.999258,0.000000
117599,0.998525,1.000000,0.998619,1.000000,0.999207,0.000000,0.999258,0.000000
117799,0.998459,0.960000,0.998562,0.965000,0.999171,0.946667,0.999226,0.953642
117999,0.998462,1.000000,0.998564,1.000000,0.999173,1.000000,0.999228,1.000000
118199,0.998464,1.000000,0.998567,1.000000,0.999174,1.000000,0.999229,1.000000
118399,0.998467,1.000000,0.998569,1.000000,0.999176,1.000000,0.999231,1.000000
118599,0.998469,1.000000,0.998571,1.000000,0.999177,1.000000,0.999232,1.000000
118799,0.998472,1.000000,0.998574,1.000000,0.999179,1.000000,0.999233,1.000000
118999,0.998475,1.000000,0.998576,1.000000,0.999180,1.000000,0.999235,1.000000
119199,0.998477,1.000000,0.998579,1.000000,0.999182,1.000000,0.999236,1.000000
119399,0.998480,1.000000,0.998581,1.000000,0.999183,1.000000,0.999238,1.000000
119599,0.998482,1.000000,0.998583,1.000000,0.999185,1.000000,0.999239,1.000000
119799,0.998485,1.000000,0.998586,1.000000,0.999186,1.000000,0.999240,1.000000
119999,0.998487,1.000000,0.998588,1.000000,0.999188,1.000000,0.999242,1.000000
120199,0.998490,1.000000,0.998591,1.000000,0.999189,1.000000,0.999243,1.000000
120399,0.998492,1.000000,0.998593,1.000000,0.999191,1.000000,0.999244,1.000000
120599,0.998495,1.000000,0.998595,1.000000,0.999192,1.000000,0.999246,1.000000
120799,0.998497,1.000000,0.998598,1.000000,0.999193,1.000000,0.999247,1.000000
120999,0.998500,1.000000,0.998600,1.000000,0.999195,1.000000,0.999248,1.000000
121199,0.998502,1.000000,0.998602,1.000000,0.999196,1.000000,0.999250,1.000000
121399,0.998505,1.000000,0.998605,1.000000,0.999198,1.000000,0.999251,1.000000
121599,0.998507,1.000000,0.998607,1.000000,0.999199,1.000000,0.999253,1.000000
121799,0.998510,1.000000,0.998609,1.000000,0.999201,1.000000,0.999254,1.000000
121999,0.998512,1.000000,0.998612,1.000000,0.999202,1.000000,0.999255,1.000000
122199,0.998515,1.000000,0.998614,1.000000,0.999203,1.000000,0.999256,1.000000
122399,0.998517,1.000000,0.998616,1.000000,0.999205,1.000000,0.999258,1.000000
122599,0.998520,1.000000,0.998618,1.000000,0.999206,1.000000,0.999259,1.000000
122799,0.998522,1.000000,0.998621,1.000000,0.999208,1.000000,0.999260,1.000000
122999,0.998525,1.000000,0.998623,1.000000,0.999209,1.000000,0.999262,1.000000
123199,0.998527,1.000000,0.998625,1.000000,0.999210,1.000000,0.999263,1.000000
123399,0.998529,1.000000,0.998627,1.000000,0.999212,1.000000,0.999264,1.000000
123599,0.998532,1.000000,0.998630,1.000000,0.999213,1.000000,0.999266,1.000000
123799,0.998534,1.000000,0.998632,1.000000,0.999215,1.000000,0.999267,1.000000
123999,0.998537,1.000000,0.998634,1.000000,0.999216,1.000000,0.999268,1.000000
124199,0.998539,1.000000,0.998636,1.000000,0.999217,1.000000,0.999269,1.000000
124399,0.998541,1.000000,0.998639,1.000000,0.999219,1.000000,0.999271,1.000000
124599,0.998544,1.000000,0.998641,1.000000,0.999220,1.000000,0.999272,1.000000
124799,0.998546,1.000000,0.998643,1.000000,0.999221,1.000000,0.999273,1.000000
124999,0.998548,1.000000,0.998645,1.000000,0.999223,1.000000,0.999274,1.000000
125199,0.998551,1.000000,0.998647,1.000000,0.999224,1.000000,0.999276,1.000000
125399,0.998553,1.000000,0.998650,1.000000,0.999225,1.000000,0.999277,1.000000
125599,0.998555,1.000000,0.998652,1.000000,0.999227,1.000000,0.999278,1.000000
125799,0.998558,1.000000,0.998654,1.000000,0.999228,1.000000,0.999279,1.000000
125999,0.998560,1.000000,0.998656,1.000000,0.999229,1.000000,0.999281,1.000000
126199,0.998562,1.000000,0.998658,1.000000,0.999231,1.000000,0.999282,1.000000
126399,0.998565,1.000000,0.998660,1.000000,0.999232,1.000000,0.999283,1.000000
126599,0.998567,1.000000,0.998662,1.000000,0.999233,1.000000,0.999284,1.000000
126799,0.998569,1.000000,0.998665,1.000000,0.999235,1.000000,0.999286,1.000000
126999,0.998571,1.000000,0.998667,1.000000,0.999236,1.000000,0.999287,1.000000
127199,0.998574,1.000000,0.998669,1.000000,0.999237,1.000000,0.999288,1.000000
127399,0.998576,1.000000,0.998671,1.000000,0.999238,1.000000,0.999289,1.000000
127599,0.998578,1.000000,0.998673,1.000000,0.999240,1.000000,0.999290,1.000000
127799,0.998580,1.000000,0.998675,1.000000,0.999241,1.000000,0.999292,1.000000
127999,0.998583,1.000000,0.998677,1.000000,0.999242,1.000000,0.999293,1.000000
128199,0.998585,1.000000,0.998679,1.000000,0.999244,1.000000,0.999294,1.000000
128399,0.998587,1.000000,0.998681,1.000000,0.999245,1.000000,0.999295,1.000000
128599,0.998589,1.000000,0.998683,1.000000,0.999246,1.000000,0.999296,1.000000
128799,0.998592,1.000000,0.998685,1.000000,0.999247,1.000000,0.999298,1.000000
128999,0.998594,1.000000,0.998687,1.000000,0.999249,1.000000,0.999299,1.000000
129199,0.998596,1.000000,0.998690,1.000000,0.999250,1.000000,0.999300,1.000000
129399,0.998598,1.000000,0.998692,1.000000,0.999251,1.000000,0.999301,1.000000
129599,0.998600,1.000000,0.998694,1.000000,0.999252,1.000000,0.999302,1.000000
129799,0.998602,1.000000,0.998696,1.000000,0.999254,1.000000,0.999303,1.000000
129999,0.998605,1.000000,0.998698,1.000000,0.999255,1.000000,0.999304,1.000000
130199,0.998607,1.000000,0.998700,1.000000,0.999256,1.000000,0.999306,1.000000
130399,0.998609,1.000000,0.998702,1.000000,0.999257,1.000000,0.999307,1.000000
130599,0.998611,1.000000,0.998704,1.000000,0.999259,1.000000,0.999308,1.000000
130799,0.998613,1.000000,0.998706,1.000000,0.999260,1.000000,0.999309,1.000000
130999,0.998615,1.000000,0.998708,1.000000,0.999261,1.000000,0.999310,1.000000
131199,0.998618,1.000000,0.998710,1.000000,0.999262,1.000000,0.999311,1.000000
131399,0.998620,1.000000,0.998712,1.000000,0.999263,1.000000,0.999312,1.000000
131599,0.998622,1.000000,0.998714,1.000000,0.999265,1.000000,0.999314,1.000000
131799,0.998624,1.000000,0.998716,1.000000,0.999266,1.000000,0.999315,1.000000
131999,0.998626,1.000000,0.998718,1.000000,0.999267,1.000000,0.999316,1.000000
132199,0.998628,1.000000,0.998720,1.000000,0.999268,1.000000,0.999317,1.000000
132399,0.998630,1.000000,0.998721,1.000000,0.999269,1.000000,0.999318,1.000000
132599,0.998632,1.000000,0.998723,1.000000,0.999271,1.000000,0.999319,1.000000
132799,0.998634,1.000000,0.998725,1.000000,0.999272,1.000000,0.999320,1.000000
132999,0.998606,0.980000,0.998705,0.985000,0.999256,0.983333,0.999309,0.987448
133199,0.998608,1.000000,0.998707,1.000000,0.999256,0.000000,0.999309,0.000000
133399,0.998565,0.970000,0.998671,0.975000,0.999232,0.812500,0.999289,0.848485
133599,0.998567,1.000000,0.998673,1.000000,0.999233,1.000000,0.999290,1.000000
133799,0.998569,1.000000,0.998675,1.000000,0.999235,1.000000,0.999291,1.000000
133999,0.998571,1.000000,0.998677,1.000000,0.999236,1.000000,0.999292,1.000000
134199,0.998574,1.000000,0.998679,1.000000,0.999237,1.000000,0.999293,1.000000
134399,0.998576,1.000000,0.998681,1.000000,0.999238,1.000000,0.999294,1.000000
134599,0.998578,1.000000,0.998683,1.000000,0.999240,1.000000,0.999295,1.000000
134799,0.998580,1.000000,0.998685,1.000000,0.999241,1.000000,0.999297,1.000000
134999,0.998582,1.000000,0.998687,1.000000,0.999242,1.000000,0.999298,1.000000
135199,0.998584,1.000000,0.998689,1.000000,0.999243,1.000000,0.999299,1.000000
135399,0.998586,1.000000,0.998690,1.000000,0.999244,1.000000,0.999300,1.000000
135599,0.998588,1.000000,0.998692,1.000000,0.999246,1.000000,0.999301,1.000000
135799,0.998591,1.000000,0.998694,1.000000,0.999247,1.000000,0.999302,1.000000
135999,0.998593,1.000000,0.998696,1.000000,0.999248,1.000000,0.999303,1.000000
136199,0.998595,1.000000,0.998698,1.000000,0.999249,1.000000,0.999304,1.000000
136399,0.998597,1.000000,0.998700,1.000000,0.999250,1.000000,0.999306,1.000000
136599,0.998599,1.000000,0.998702,1.000000,0.999252,1.000000,0.999307,1.000000
136799,0.998601,1.000000,0.998704,1.000000,0.999253,1.000000,0.999308,1.000000
136999,0.998603,1.000000,0.998706,1.000000,0.999254,1.000000,0.999309,1.000000
137199,0.998605,1.000000,0.998708,1.000000,0.999255,1.000000,0.999310,1.000000
137399,0.998607,1.000000,0.998710,1.000000,0.999256,1.000000,0.999311,1.000000
137599,0.998609,1.000000,0.998712,1.000000,0.999257,1.000000,0.999312,1.000000
137799,0.998611,1.000000,0.998713,1.000000,0.999259,1.000000,0.999313,1.000000
137999,0.998613,1.000000,0.998715,1.000000,0.999260,1.000000,0.999314,1.000000
138199,0.998615,1.000000,0.998717,1.000000,0.999261,1.000000,0.999315,1.000000
138399,0.998617,1.000000,0.998719,1.000000,0.999262,1.000000,0.999316,1.000000
138599,0.998619,1.000000,0.998721,1.000000,0.999263,1.000000,0.999317,1.000000
138799,0.998621,1.000000,0.998723,1.000000,0.999264,1.000000,0.999318,1.000000
138999,0.998623,1.000000,0.998725,1.000000,0.999265,1.000000,0.999319,1.000000
139199,0.998625,1.000000,0.998726,1.000000,0.999267,1.000000,0.999321,1.000000
139399,0.998627,1.000000,0.998728,1.000000,0.999268,1.000000,0.999322,1.000000
139599,0.998629,1.000000,0.998730,1.000000,0.999269,1.000000,0.999323,1.000000
139799,0.998631,1.000000,0.998732,1.000000,0.999270,1.000000,0.999324,1.000000
139999,0.998633,1.000000,0.998734,1.000000,0.999271,1.000000,0.999325,1.000000
140199,0.998635,1.000000,0.998736,1.000000,0.999272,1.000000,0.999326,1.000000
140399,0.998637,1.000000,0.998737,1.000000,0.999273,1.000000,0.999327,1.000000
140599,0.998639,1.000000,0.998739,1.000000,0.999274,1.000000,0.999328,1.000000
140799,0.998641,1.000000,0.998741,1.000000,0.999275,1.000000,0.999329,1.000000
140999,0.998643,1.000000,0.998743,1.000000,0.999277,1.000000,0.999330,1.000000
141199,0.998645,1.000000,0.998745,1.000000,0.999278,1.000000,0.999331,1.000000
141399,0.998647,1.000000,0.998746,1.000000,0.999279,1.000000,0.999332,1.000000
141599,0.998649,1.000000,0.998748,1.000000,0.999280,1.000000,0.999333,1.000000
141799,0.998651,1.000000,0.998750,1.000000,0.999281,1.000000,0.999334,1.000000
141999,0.998652,1.000000,0.998752,1.000000,0.999282,1.000000,0.999335,1.000000
142199,0.998654,1.000000,0.998754,1.000000,0.999283,1.000000,0.999336,1.000000
142399,0.998656,1.000000,0.998755,1.000000,0.999284,1.000000,0.999337,1.000000
142599,0.998658,1.000000,0.998757,1.000000,0.999285,1.000000,0.999338,1.000000
142799,0.998660,1.000000,0.998759,1.000000,0.999286,1.000000,0.999339,1.000000
142999,0.998634,0.980000,0.998746,0.990000,0.999272,0.987179,0.999332,0.993548
143199,0.998636,1.000000,0.998748,1.000000,0.999272,0.000000,0.999332,0.000000
143399,0.998638,1.000000,0.998750,1.000000,0.999272,0.000000,0.999332,0.000000
143599,0.998640,1.000000,0.998752,1.000000,0.999272,0.000000,0.999332,0.000000
143799,0.998606,0.975000,0.998718,0.975000,0.999254,0.983051,0.999314,0.982935
143999,0.998608,1.000000,0.998720,1.000000,0.999255,1.000000,0.999315,1.000000
144199,0.998610,1.000000,0.998722,1.000000,0.999256,1.000000,0.999316,1.000000
144399,0.998612,1.000000,0.998724,1.000000,0.999258,1.000000,0.999317,1.000000
144599,0.998614,1.000000,0.998726,1.000000,0.999259,1.000000,0.999318,1.000000
144799,0.998616,1.000000,0.998727,1.000000,0.999260,1.000000,0.999319,1.000000
144999,0.998618,1.000000,0.998729,1.000000,0.999261,1.000000,0.999320,1.000000
145199,0.998620,1.000000,0.998731,1.000000,0.999262,1.000000,0.999321,1.000000
145399,0.998622,1.000000,0.998733,1.000000,0.999263,1.000000,0.999322,1.000000
145599,0.998624,1.000000,0.998734,1.000000,0.999264,1.000000,0.999323,1.000000
145799,0.998626,1.000000,0.998736,1.000000,0.999265,1.000000,0.999324,1.000000
145999,0.998628,1.000000,0.998738,1.000000,0.999266,1.000000,0.999325,1.000000
146199,0.998629,1.000000,0.998740,1.000000,0.999267,1.000000,0.999326,1.000000
146399,0.998631,1.000000,0.998741,1.000000,0.999269,1.000000,0.999327,1.000000
146599,0.998633,1.000000,0.998743,1.000000,0.999270,1.000000,0.999328,1.000000
146799,0.998635,1.000000,0.998745,1.000000,0.999271,1.000000,0.999329,1.000000
146999,0.998637,1.000000,0.998747,1.000000,0.999272,1.000000,0.999330,1.000000
147199,0.998639,1.000000,0.998748,1.000000,0.999273,1.000000,0.999331,1.000000
147399,0.998641,1.000000,0.998750,1.000000,0.999274,1.000000,0.999332,1.000000
147599,0.998643,1.000000,0.998752,1.000000,0.999275,1.000000,0.999333,1.000000
147799,0.998644,1.000000,0.998753,1.000000,0.999276,1.000000,0.999334,1.000000
147999,0.998646,1.000000,0.998755,1.000000,0.999277,1.000000,0.999335,1.000000
148199,0.998648,1.000000,0.998757,1.000000,0.999278,1.000000,0.999336,1.000000
148399,0.998650,1.000000,0.998758,1.000000,0.999279,1.000000,0.999337,1.000000
148599,0.998652,1.000000,0.998760,1.000000,0.999280,1.000000,0.999338,1.000000
148799,0.998654,1.000000,0.998762,1.000000,0.999281,1.000000,0.999339,1.000000
148999,0.998655,1.000000,0.998764,1.000000,0.999282,1.000000,0.999340,1.000000
149199,0.998657,1.000000,0.998765,1.000000,0.999283,1.000000,0.999341,1.000000
149399,0.998659,1.000000,0.998767,1.000000,0.999284,1.000000,0.999342,1.000000
149599,0.998661,1.000000,0.998769,1.000000,0.999285,1.000000,0.999343,1.000000
149799,0.998663,1.000000,0.998770,1.000000,0.999286,1.000000,0.999344,1.000000
149999,0.998664,1.000000,0.998772,1.000000,0.999287,1.000000,0.999345,1.000000
150199,0.998666,1.000000,0.998773,1.000000,0.999288,1.000000,0.999346,1.000000
150399,0.998668,1.000000,0.998775,1.000000,0.999289,1.000000,0.999346,1.000000
150599,0.998670,1.000000,0.998777,1.000000,0.999290,1.000000,0.999347,1.000000
150799,0.998672,1.000000,0.998778,1.000000,0.999291,1.000000,0.999348,1.000000
150999,0.998673,1.000000,0.998780,1.000000,0.999292,1.000000,0.999349,1.000000
151199,0.998675,1.000000,0.998782,1.000000,0.999293,1.000000,0.999350,1.000000
151399,0.998677,1.000000,0.998783,1.000000,0.999294,1.000000,0.999351,1.000000
151599,0.998679,1.000000,0.998785,1.000000,0.999295,1.000000,0.999352,1.000000
151799,0.998680,1.000000,0.998786,1.000000,0.999296,1.000000,0.999353,1.000000
151999,0.998682,1.000000,0.998788,1.000000,0.999297,1.000000,0.999354,1.000000
152199,0.998684,1.000000,0.998790,1.000000,0.999298,1.000000,0.999355,1.000000
152399,0.998686,1.000000,0.998791,1.000000,0.999299,1.000000,0.999356,1.000000
152599,0.998687,1.000000,0.998793,1.000000,0.999300,1.000000,0.999357,1.000000
152799,0.998689,1.000000,0.998794,1.000000,0.999301,1.000000,0.999358,1.000000
152999,0.998691,1.000000,0.998796,1.000000,0.999302,1.000000,0.999358,1.000000
153199,0.998693,1.000000,0.998798,1.000000,0.999303,1.000000,0.999359,1.000000
153399,0.998694,1.000000,0.998799,1.000000,0.999304,1.000000,0.999360,1.000000
153599,0.998696,1.000000,0.998801,1.000000,0.999305,1.000000,0.999361,1.000000
153799,0.998698,1.000000,0.998802,1.000000,0.999306,1.000000,0.999362,1.000000
153999,0.998699,1.000000,0.998804,1.000000,0.999307,1.000000,0.999363,1.000000
154199,0.998701,1.000000,0.998805,1.000000,0.999308,1.000000,0.999364,1.000000
154399,0.998703,1.000000,0.998807,1.000000,0.999309,1.000000,0.999365,1.000000
154599,0.998704,1.000000,0.998809,1.000000,0.999310,1.000000,0.999366,1.000000
154799,0.998706,1.000000,0.998810,1.000000,0.999311,1.000000,0.999366,1.000000
154999,0.998708,1.000000,0.998812,1.000000,0.999312,1.000000,0.999367,1.000000
155199,0.998709,1.000000,0.998813,1.000000,0.999313,1.000000,0.999368,1.000000
155399,0.998711,1.000000,0.998815,1.000000,0.999314,1.000000,0.999369,1.000000
155599,0.998713,1.000000,0.998816,1.000000,0.999315,1.000000,0.999370,1.000000
155799,0.998714,1.000000,0.998818,1.000000,0.999316,1.000000,0.999371,1.000000
155999,0.998716,1.000000,0.998819,1.000000,0.999317,1.000000,0.999372,1.000000
156199,0.998718,1.000000,0.998821,1.000000,0.999318,1.000000,0.999372,1.000000
156399,0.998719,1.000000,0.998822,1.000000,0.999319,1.000000,0.999373,1.000000
156599,0.998721,1.000000,0.998824,1.000000,0.999320,1.000000,0.999374,1.000000
156799,0.998723,1.000000,0.998825,1.000000,0.999320,1.000000,0.999375,1.000000
156999,0.998724,1.000000,0.998827,1.000000,0.999321,1.000000,0.999376,1.000000
157199,0.998726,1.000000,0.998828,1.000000,0.999322,1.000000,0.999377,1.000000
157399,0.998728,1.000000,0.998830,1.000000,0.999323,1.000000,0.999378,1.000000
157599,0.998729,1.000000,0.998831,1.000000,0.999324,1.000000,0.999378,1.000000
157799,0.998731,1.000000,0.998833,1.000000,0.999325,1.000000,0.999379,1.000000
157999,0.998732,1.000000,0.998834,1.000000,0.999326,1.000000,0.999380,1.000000
158199,0.998734,1.000000,0.998836,1.000000,0.999327,1.000000,0.999381,1.000000
158399,0.998736,1.000000,0.998837,1.000000,0.999328,1.000000,0.999382,1.000000
158599,0.998737,1.000000,0.998839,1.000000,0.999329,1.000000,0.999383,1.000000
158799,0.998739,1.000000,0.998840,1.000000,0.999330,1.000000,0.999383,1.000000
158999,0.998741,1.000000,0.998842,1.000000,0.999331,1.000000,0.999384,1.000000
159199,0.998742,1.000000,0.998843,1.000000,0.999331,1.000000,0.999385,1.000000
159399,0.998744,1.000000,0.998845,1.000000,0.999332,1.000000,0.999386,1.000000
159599,0.998745,1.000000,0.998846,1.000000,0.999333,1.000000,0.999387,1.000000
159799,0.998747,1.000000,0.998848,1.000000,0.999334,1.000000,0.999388,1.000000
159999,0.998748,1.000000,0.998849,1.000000,0.999335,1.000000,0.999388,1.000000
160199,0.998750,1.000000,0.998851,1.000000,0.999336,1.000000,0.999389,1.000000
160399,0.998752,1.000000,0.998852,1.000000,0.999337,1.000000,0.999390,1.000000
160599,0.998753,1.000000,0.998853,1.000000,0.999338,1.000000,0.999391,1.000000
160799,0.998755,1.000000,0.998855,1.000000,0.999339,1.000000,0.999392,1.000000
160999,0.998756,1.000000,0.998856,1.000000,0.999339,1.000000,0.999392,1.000000
161199,0.998758,1.000000,0.998858,1.000000,0.999340,1.000000,0.999393,1.000000
161399,0.998759,1.000000,0.998859,1.000000,0.999341,1.000000,0.999394,1.000000
161599,0.998761,1.000000,0.998861,1.000000,0.999342,1.000000,0.999395,1.000000
161799,0.998762,1.000000,0.998862,1.000000,0.999343,1.000000,0.999396,1.000000
161999,0.998764,1.000000,0.998863,1.000000,0.999344,1.000000,0.999396,1.000000
162199,0.998766,1.000000,0.998865,1.000000,0.999345,1.000000,0.999397,1.000000
162399,0.998767,1.000000,0.998866,1.000000,0.999346,1.000000,0.999398,1.000000
162599,0.998769,1.000000,0.998868,1.000000,0.999346,1.000000,0.999399,1.000000
162799,0.998770,1.000000,0.998869,1.000000,0.999347,1.000000,0.999400,1.000000
162999,0.998772,1.000000,0.998870,1.000000,0.999348,1.000000,0.999400,1.000000
163199,0.998773,1.000000,0.998872,1.000000,0.999349,1.000000,0.999401,1.000000
163399,0.998775,1.000000,0.998873,1.000000,0.999350,1.000000,0.999402,1.000000
163599,0.998776,1.000000,0.998875,1.000000,0.999351,1.000000,0.999403,1.000000
163799,0.998778,1.000000,0.998876,1.000000,0.999351,1.000000,0.999404,1.000000
163999,0.998779,1.000000,0.998877,1.000000,0.999352,1.000000,0.999404,1.000000
164199,0.998781,1.000000,0.998879,1.000000,0.999353,1.000000,0.999405,1.000000
164399,0.998782,1.000000,0.998880,1.000000,0.999354,1.000000,0.999406,1.000000
164599,0.998784,1.000000,0.998881,1.000000,0.999355,1.000000,0.999407,1.000000
164799,0.998785,1.000000,0.998883,1.000000,0.999356,1.000000,0.999407,1.000000
164999,0.998787,1.000000,0.998884,1.000000,0.999357,1.000000,0.999408,1.000000
165199,0.998788,1.000000,0.998886,1.000000,0.999357,1.000000,0.999409,1.000000
165399,0.998790,1.000000,0.998887,1.000000,0.999358,1.000000,0.999410,1.000000
165599,0.998791,1.000000,0.998888,1.000000,0.999359,1.000000,0.999410,1.000000
165799,0.998792,1.000000,0.998890,1.000000,0.999360,1.000000,0.999411,1.000000
